user_id,recency,frequency,monetary,clv,avg_order_value,avg_days_between_orders
4297,59,59,26,1534,1.7333333333333334,6.169491525423729
4312,30,30,11,330,0.9166666666666666,9.066666666666666
4313,12,12,16,192,4.0,6.916666666666667
4315,8,8,6,48,0.8571428571428571,18.375
4325,27,27,4,108,0.07407407407407407,12.666666666666666
4326,54,54,10,540,0.7692307692307693,6.7592592592592595
4336,19,19,42,798,10.5,9.68421052631579
4340,13,13,8,104,0.7272727272727273,15.923076923076923
4344,35,35,9,315,0.10843373493975904,8.771428571428572
4356,100,100,28,2800,2.5454545454545454,2.83
4362,35,35,8,280,0.12121212121212122,7.2
4363,66,66,22,1452,1.8333333333333333,5.53030303030303
4368,57,57,7,399,0.23333333333333334,6.333333333333333
4369,30,30,8,240,2.0,6.5
4376,21,21,21,441,0.84,7.809523809523809
4381,21,21,5,105,0.05,12.095238095238095
4385,18,18,6,108,0.75,19.555555555555557
4389,17,17,8,136,0.3076923076923077,11.647058823529411
4394,10,10,1,10,0.2,13.4
4416,9,9,17,153,0.6538461538461539,13.444444444444445
4433,22,22,1,22,0.043478260869565216,13.636363636363637
4436,20,20,9,180,0.5294117647058824,8.7
4440,11,11,10,110,0.16393442622950818,24.818181818181817
4441,61,61,4,244,0.06349206349206349,5.19672131147541
4443,6,6,8,48,1.6,17.0
4459,37,37,7,259,1.0,9.108108108108109
4477,40,40,44,1760,8.8,9.075
4484,16,16,7,112,1.75,17.8125
4490,100,100,21,2100,5.25,3.41
4499,100,100,10,1000,1.6666666666666667,3.58
4507,29,29,4,116,0.8,7.793103448275862
4520,12,12,14,168,0.8235294117647058,5.583333333333333
4525,10,10,8,80,2.0,15.1
4531,55,55,5,275,0.8333333333333334,6.218181818181818
4544,52,52,17,884,1.7,6.980769230769231
4549,5,5,18,90,2.5714285714285716,21.4
4558,100,100,2,200,0.18181818181818182,2.59
4584,42,42,5,210,0.8333333333333334,8.666666666666666
4588,7,7,9,63,2.25,4.571428571428571
4591,40,40,22,880,3.142857142857143,8.375
4596,81,81,4,324,0.2222222222222222,4.45679012345679
4597,18,18,5,90,1.25,13.833333333333334
4599,48,48,9,432,1.5,7.354166666666667
4602,38,38,9,342,2.25,9.105263157894736
4604,8,8,19,152,2.375,7.75
4609,12,12,6,72,0.11538461538461539,12.666666666666666
4610,52,52,8,416,0.2857142857142857,6.826923076923077
4612,16,16,3,48,0.09375,19.25
4623,12,12,25,300,2.0833333333333335,17.416666666666668
4629,39,39,5,195,0.8333333333333334,7.846153846153846
4631,32,32,17,544,2.4285714285714284,7.4375
4645,81,81,4,324,0.12121212121212122,4.493827160493828
4647,45,45,10,450,0.625,7.088888888888889
4652,7,7,7,49,0.23333333333333334,21.285714285714285
4661,37,37,12,444,3.0,9.594594594594595
4674,34,34,14,476,1.0769230769230769,9.764705882352942
4693,100,100,10,1000,0.1111111111111111,1.84
4697,31,31,9,279,1.0,10.935483870967742
4703,36,36,40,1440,2.857142857142857,9.805555555555555
4705,77,77,10,770,1.25,4.714285714285714
4711,100,100,15,1500,0.75,2.78
4713,27,27,13,351,1.4444444444444444,8.074074074074074
4724,90,90,66,5940,13.2,4.055555555555555
4730,23,23,4,92,0.10810810810810811,2.869565217391304
4731,37,37,12,444,0.7058823529411765,9.45945945945946
4758,37,37,3,111,0.6,9.54054054054054
4762,55,55,12,660,1.7142857142857142,6.6
4764,100,100,4,400,0.19047619047619047,1.33
4787,14,14,11,154,1.1,16.857142857142858
4789,55,55,38,2090,3.4545454545454546,6.5636363636363635
4793,22,22,9,198,0.5,13.136363636363637
4820,6,6,12,72,2.4,20.5
4823,20,20,4,80,0.8,13.6
4851,37,37,12,444,1.5,9.405405405405405
4855,28,28,13,364,0.7222222222222222,10.821428571428571
4865,42,42,6,252,0.8571428571428571,8.214285714285714
4869,32,32,5,160,0.35714285714285715,6.8125
4881,15,15,9,135,0.5,14.866666666666667
4900,18,18,17,306,2.4285714285714284,11.277777777777779
4931,5,5,15,75,3.75,7.2
4937,8,8,7,56,1.1666666666666667,17.875
4940,8,8,8,64,0.14035087719298245,22.75
4947,10,10,2,20,0.07692307692307693,13.3
4948,26,26,18,468,0.3333333333333333,10.192307692307692
4949,54,54,19,1026,0.8636363636363636,4.592592592592593
4950,22,22,10,220,1.4285714285714286,7.045454545454546
4962,17,17,33,561,8.25,10.529411764705882
4966,45,45,15,675,0.42857142857142855,8.066666666666666
4971,14,14,15,210,1.0714285714285714,15.285714285714286
4974,47,47,21,987,1.1666666666666667,7.74468085106383
4987,21,21,10,210,0.9090909090909091,9.571428571428571
4988,11,11,10,110,2.0,19.636363636363637
4990,7,7,10,70,0.625,18.0
4993,27,27,6,162,0.21428571428571427,7.62962962962963
4994,28,28,3,84,0.2,9.892857142857142
5000,45,45,3,135,0.42857142857142855,7.2
5006,7,7,7,49,0.5384615384615384,14.285714285714286
5010,4,4,5,20,0.2631578947368421,21.5
5017,29,29,20,580,1.1764705882352942,12.0
5030,32,32,10,320,0.625,9.21875
5032,13,13,8,104,0.6666666666666666,19.076923076923077
5033,12,12,5,60,0.625,18.833333333333332
5036,6,6,16,96,1.4545454545454546,14.833333333333334
5045,7,7,9,63,0.5,9.714285714285714
5057,24,24,15,360,0.4166666666666667,9.583333333333334
5065,10,10,18,180,3.0,7.6
5066,6,6,14,84,1.75,21.5
5070,36,36,10,360,0.47619047619047616,9.722222222222221
5076,17,17,7,119,0.23333333333333334,10.588235294117647
5085,15,15,4,60,0.6666666666666666,9.933333333333334
5098,7,7,2,14,0.11764705882352941,6.428571428571429
5101,100,100,17,1700,1.8888888888888888,3.47
5103,64,64,6,384,0.8571428571428571,5.3125
5109,18,18,4,72,0.23529411764705882,19.444444444444443
5110,17,17,14,238,1.4,13.058823529411764
5145,6,6,1,6,0.25,17.166666666666668
5148,43,43,5,215,1.0,8.023255813953488
5149,5,5,2,10,0.18181818181818182,20.4
5152,22,22,7,154,1.1666666666666667,13.0
5156,31,31,16,496,1.4545454545454546,11.225806451612904
5159,28,28,8,224,0.5333333333333333,8.964285714285714
5189,66,66,6,396,0.5,5.515151515151516
5194,5,5,36,180,0.8372093023255814,9.6
5206,22,22,12,264,1.5,9.909090909090908
5209,65,65,8,520,0.25,5.476923076923077
5211,68,68,8,544,0.5,4.617647058823529
5217,34,34,7,238,0.35,7.5
5220,26,26,20,520,0.46511627906976744,13.807692307692308
5236,59,59,5,295,0.07352941176470588,4.88135593220339
5241,29,29,13,377,1.625,12.379310344827585
5255,6,6,3,18,0.09375,10.333333333333334
5258,31,31,10,310,1.4285714285714286,10.225806451612904
5266,37,37,6,222,0.6,6.918918918918919
5275,6,6,17,102,4.25,21.0
5285,57,57,16,912,2.6666666666666665,4.9298245614035086
5286,6,6,13,78,0.17567567567567569,20.5
5288,42,42,19,798,2.375,8.333333333333334
5296,100,100,21,2100,1.1666666666666667,1.92
5299,33,33,3,99,0.375,10.666666666666666
5303,33,33,29,957,0.9354838709677419,8.787878787878787
5307,33,33,17,561,0.5151515151515151,10.242424242424242
5308,33,33,8,264,0.5,8.696969696969697
5314,32,32,8,256,1.1428571428571428,11.09375
5315,7,7,11,77,0.3548387096774194,24.428571428571427
5321,14,14,29,406,3.2222222222222223,19.642857142857142
5326,11,11,8,88,1.3333333333333333,19.818181818181817
5330,47,47,19,893,1.3571428571428572,6.382978723404255
5342,66,66,7,462,0.875,3.727272727272727
5346,18,18,14,252,3.5,12.055555555555555
5349,6,6,13,78,1.0,13.166666666666666
5360,57,57,73,4161,1.3035714285714286,6.4035087719298245
5361,56,56,18,1008,0.5625,6.482142857142857
5362,32,32,5,160,0.0684931506849315,11.375
5365,6,6,6,36,0.2857142857142857,10.666666666666666
5374,23,23,8,184,0.2962962962962963,12.130434782608695
5377,82,82,6,492,1.5,4.439024390243903
5381,31,31,2,62,0.03389830508474576,10.161290322580646
5387,21,21,1,21,0.25,6.714285714285714
5392,39,39,23,897,3.8333333333333335,8.743589743589743
5394,21,21,3,63,0.42857142857142855,10.761904761904763
5400,30,30,6,180,1.5,11.166666666666666
5408,30,30,3,90,0.16666666666666666,8.0
5409,18,18,6,108,0.15789473684210525,12.833333333333334
5412,14,14,13,182,3.25,7.0
5430,37,37,13,481,3.25,9.297297297297296
5436,9,9,19,171,3.1666666666666665,13.444444444444445
5439,4,4,11,44,0.1527777777777778,7.5
5440,72,72,5,360,0.3125,5.055555555555555
5441,16,16,26,416,3.25,11.6875
5449,100,100,25,2500,1.3157894736842106,3.58
5452,6,6,9,54,0.2647058823529412,8.833333333333334
5453,34,34,17,578,1.4166666666666667,10.264705882352942
5465,4,4,27,108,0.7105263157894737,19.75
5473,12,12,18,216,2.5714285714285716,6.666666666666667
5474,7,7,12,84,0.75,10.285714285714286
5493,80,80,40,3200,1.3793103448275863,4.425
5498,16,16,12,192,0.9230769230769231,10.0625
5500,57,57,5,285,0.4166666666666667,6.350877192982456
5502,51,51,8,408,2.0,7.0
5519,54,54,18,972,4.5,6.611111111111111
5536,5,5,3,15,0.1875,15.0
5543,8,8,51,408,2.8333333333333335,21.375
5552,16,16,6,96,0.35294117647058826,3.125
5568,6,6,12,72,3.0,14.5
5575,5,5,10,50,2.0,11.8
5583,25,25,5,125,0.7142857142857143,12.48
5587,26,26,14,364,0.15217391304347827,13.23076923076923
5588,92,92,47,4324,0.7121212121212122,3.608695652173913
5591,22,22,6,132,1.2,14.636363636363637
5598,11,11,10,110,0.18867924528301888,20.09090909090909
5601,16,16,6,96,0.16216216216216217,16.5
5610,18,18,27,486,2.076923076923077,6.222222222222222
5613,26,26,23,598,0.575,9.653846153846153
5629,27,27,6,162,0.46153846153846156,8.407407407407407
5639,63,63,9,567,0.8181818181818182,5.777777777777778
5642,18,18,20,360,3.3333333333333335,11.38888888888889
5647,18,18,10,180,0.47619047619047616,9.5
5665,94,94,14,1316,1.4,3.872340425531915
5674,8,8,2,16,0.14285714285714285,17.0
5690,4,4,3,12,0.6,12.25
5692,71,71,15,1065,2.5,5.028169014084507
5695,23,23,15,345,1.6666666666666667,10.347826086956522
5712,44,44,11,484,1.8333333333333333,8.068181818181818
5715,54,54,19,1026,1.9,6.685185185185185
5718,22,22,2,44,0.18181818181818182,15.227272727272727
5721,41,41,3,123,0.3333333333333333,7.536585365853658
5729,6,6,7,42,0.35,22.666666666666668
5731,38,38,5,190,0.05,8.368421052631579
5732,100,100,18,1800,4.5,3.09
5738,33,33,46,1518,5.111111111111111,7.696969696969697
5745,38,38,11,418,1.1,9.342105263157896
5757,7,7,8,56,2.0,21.0
5758,4,4,9,36,1.5,16.0
5762,26,26,36,936,3.272727272727273,13.346153846153847
5769,45,45,6,270,0.3333333333333333,5.711111111111111
5777,11,11,1,11,0.2,16.545454545454547
5779,28,28,20,560,0.8695652173913043,12.821428571428571
5782,20,20,2,40,0.4,7.4
5785,25,25,5,125,0.5555555555555556,11.76
5788,10,10,11,110,1.375,20.9
5789,8,8,9,72,2.25,19.5
5801,23,23,15,345,0.28846153846153844,10.826086956521738
5802,52,52,2,104,0.5,4.865384615384615
5806,9,9,1,9,0.045454545454545456,15.666666666666666
5808,8,8,10,80,0.20833333333333334,20.25
5818,29,29,5,145,0.2777777777777778,9.413793103448276
5824,29,29,10,290,0.3225806451612903,6.241379310344827
5848,51,51,18,918,2.0,6.980392156862745
5860,66,66,7,462,0.5384615384615384,5.318181818181818
5875,7,7,2,14,0.16666666666666666,21.285714285714285
5897,54,54,29,1566,1.9333333333333333,6.685185185185185
5900,67,67,9,603,0.47368421052631576,5.447761194029851
5902,7,7,2,14,0.10526315789473684,20.285714285714285
5910,21,21,6,126,0.46153846153846156,15.238095238095237
5914,16,16,1,16,0.08333333333333333,15.0
5917,7,7,6,42,1.0,18.571428571428573
5927,62,62,42,2604,6.0,5.838709677419355
5932,100,100,3,300,0.5,3.44
5934,23,23,5,115,0.35714285714285715,12.347826086956522
5937,27,27,7,189,1.0,6.407407407407407
5938,7,7,7,49,0.22580645161290322,23.285714285714285
5942,27,27,3,81,0.17647058823529413,11.037037037037036
5946,35,35,2,70,0.1,10.228571428571428
5950,47,47,1,47,0.16666666666666666,7.148936170212766
5957,7,7,6,42,1.2,7.142857142857143
5963,42,42,14,588,2.0,8.023809523809524
5966,5,5,15,75,1.5,20.6
5970,16,16,27,432,0.34615384615384615,9.125
5978,39,39,10,390,1.25,9.333333333333334
5984,24,24,2,48,0.13333333333333333,10.791666666666666
5992,41,41,2,82,0.2222222222222222,8.658536585365853
6003,29,29,7,203,0.25925925925925924,11.689655172413794
6012,57,57,4,228,0.16666666666666666,6.4035087719298245
6020,21,21,7,147,1.4,11.761904761904763
6028,17,17,24,408,2.6666666666666665,11.529411764705882
6031,9,9,3,27,0.1875,8.666666666666666
6035,19,19,6,114,0.4,7.2631578947368425
6045,100,100,2,200,0.3333333333333333,1.75
6050,11,11,6,66,1.2,14.545454545454545
6060,45,45,10,450,0.43478260869565216,8.044444444444444
6064,31,31,18,558,0.9473684210526315,10.806451612903226
6069,36,36,1,36,0.1111111111111111,8.13888888888889
6072,35,35,1,35,0.09090909090909091,8.142857142857142
6077,13,13,13,169,3.25,12.23076923076923
6080,18,18,8,144,1.1428571428571428,15.944444444444445
6085,31,31,10,310,1.25,11.0
6090,16,16,5,80,0.29411764705882354,13.9375
6092,16,16,11,176,1.8333333333333333,14.0625
6094,72,72,11,792,1.2222222222222223,5.0
6099,21,21,31,651,3.4444444444444446,12.19047619047619
6101,8,8,1,8,0.25,14.75
6103,11,11,3,33,0.75,12.636363636363637
6107,25,25,7,175,1.0,13.2
6118,75,75,21,1575,4.2,4.826666666666667
6126,9,9,20,180,1.1764705882352942,5.111111111111111
6131,50,50,15,750,1.875,6.64
6136,18,18,28,504,4.0,14.11111111111111
6139,25,25,26,650,2.1666666666666665,10.44
6141,18,18,47,846,1.3428571428571427,9.11111111111111
6142,35,35,3,105,0.3333333333333333,9.857142857142858
6158,45,45,8,360,0.6666666666666666,7.822222222222222
6163,29,29,15,435,2.142857142857143,11.137931034482758
6164,7,7,7,49,0.875,13.857142857142858
6175,96,96,11,1056,1.375,3.78125
6177,14,14,49,686,12.25,17.071428571428573
6201,4,4,2,8,0.5,5.75
6216,30,30,14,420,0.5833333333333334,12.166666666666666
6228,5,5,1,5,0.037037037037037035,17.4
6241,25,25,35,875,7.0,11.8
6246,22,22,5,110,1.25,8.181818181818182
6250,56,56,7,392,0.5384615384615384,6.517857142857143
6254,46,46,5,230,1.0,7.130434782608695
6288,14,14,29,406,2.230769230769231,7.785714285714286
6291,44,44,12,528,0.5714285714285714,7.568181818181818
6302,21,21,5,105,0.3333333333333333,5.095238095238095
6320,23,23,2,46,0.16666666666666666,10.73913043478261
6329,16,16,6,96,0.06382978723404255,12.4375
6344,13,13,10,130,0.25,14.846153846153847
6360,61,61,2,122,0.2857142857142857,5.114754098360656
6362,15,15,18,270,0.3333333333333333,12.533333333333333
6371,6,6,1,6,0.017857142857142856,12.833333333333334
6390,6,6,1,6,0.018867924528301886,19.166666666666668
6392,8,8,3,24,0.2,12.25
6401,8,8,5,40,0.14285714285714285,15.125
6405,8,8,15,120,3.75,17.375
6409,42,42,125,5250,4.62962962962963,8.69047619047619
6413,9,9,4,36,0.8,6.777777777777778
6417,72,72,36,2592,6.0,4.666666666666667
6418,6,6,13,78,0.6842105263157895,22.833333333333332
6419,19,19,2,38,0.5,16.526315789473685
6436,13,13,28,364,2.3333333333333335,15.692307692307692
6437,12,12,1,12,0.05,15.916666666666666
6441,39,39,9,351,1.8,8.076923076923077
6448,100,100,8,800,0.14285714285714285,3.37
6456,26,26,9,234,0.24324324324324326,11.73076923076923
6462,7,7,6,42,0.24,19.142857142857142
6463,25,25,1,25,0.08333333333333333,12.64
6467,67,67,21,1407,0.9130434782608695,5.417910447761194
6468,23,23,15,345,3.75,13.217391304347826
6472,24,24,6,144,1.0,11.541666666666666
6482,25,25,2,50,0.5,9.08
6492,88,88,8,704,1.1428571428571428,4.068181818181818
6494,100,100,4,400,0.3076923076923077,3.14
6501,29,29,17,493,1.3076923076923077,11.379310344827585
6517,15,15,32,480,2.4615384615384617,12.266666666666667
6532,59,59,6,354,1.2,6.067796610169491
6537,38,38,5,190,1.0,7.921052631578948
6539,13,13,8,104,0.8,10.846153846153847
6545,20,20,4,80,0.08888888888888889,8.2
6559,10,10,5,50,0.5,17.0
6560,10,10,2,20,0.2,9.7
6567,48,48,28,1344,0.717948717948718,7.5625
6573,27,27,6,162,1.0,12.185185185185185
6575,48,48,8,384,1.6,7.541666666666667
6577,43,43,22,946,1.4666666666666666,7.953488372093023
6587,41,41,4,164,0.23529411764705882,5.780487804878049
6588,17,17,16,272,1.0666666666666667,17.11764705882353
6589,15,15,19,285,4.75,6.066666666666666
6591,9,9,11,99,1.375,16.444444444444443
6605,6,6,3,18,0.14285714285714285,9.833333333333334
6613,22,22,5,110,1.25,13.363636363636363
6634,39,39,4,156,0.17391304347826086,3.58974358974359
6636,19,19,7,133,0.5,9.157894736842104
6637,14,14,12,168,0.46153846153846156,16.142857142857142
6643,9,9,14,126,0.6363636363636364,7.888888888888889
6647,29,29,30,870,1.4285714285714286,10.517241379310345
6654,10,10,16,160,0.27586206896551724,17.7
6665,4,4,6,24,0.5454545454545454,5.5
6667,21,21,11,231,0.4583333333333333,11.047619047619047
6673,19,19,10,190,2.0,12.157894736842104
6682,10,10,16,160,2.6666666666666665,7.5
6688,9,9,3,27,0.375,14.777777777777779
6689,8,8,14,112,0.6086956521739131,19.75
6690,23,23,5,115,1.25,12.73913043478261
6692,56,56,21,1176,0.3684210526315789,6.517857142857143
6693,57,57,7,399,1.0,5.964912280701754
6696,27,27,7,189,0.2692307692307692,10.481481481481481
6697,26,26,20,520,1.5384615384615385,11.923076923076923
6698,13,13,13,169,0.8666666666666667,9.384615384615385
6705,37,37,43,1591,10.75,7.891891891891892
6707,22,22,4,88,0.16666666666666666,9.772727272727273
6709,10,10,6,60,0.06,23.7
6710,100,100,31,3100,2.3846153846153846,3.65
6721,42,42,11,462,2.75,7.9523809523809526
6724,15,15,18,270,2.0,18.2
6734,45,45,4,180,0.3076923076923077,8.088888888888889
6735,13,13,14,182,0.7368421052631579,17.0
6736,19,19,7,133,1.1666666666666667,3.8421052631578947
6739,16,16,7,112,0.875,14.25
6743,5,5,5,25,0.7142857142857143,3.0
6754,85,85,21,1785,1.6153846153846154,4.247058823529412
6756,51,51,5,255,0.3125,6.686274509803922
6766,4,4,10,40,0.7692307692307693,12.0
6778,52,52,18,936,0.5142857142857142,5.826923076923077
6786,17,17,23,391,3.8333333333333335,14.705882352941176
6801,80,80,37,2960,7.4,4.5625
6803,48,48,8,384,1.6,7.5
6808,74,74,11,814,2.75,2.8783783783783785
6810,67,67,9,603,0.75,3.8507462686567164
6812,23,23,2,46,0.2222222222222222,9.043478260869565
6817,13,13,5,65,0.38461538461538464,11.692307692307692
6820,26,26,5,130,0.06666666666666667,9.423076923076923
6821,75,75,4,300,0.18181818181818182,4.866666666666666
6822,22,22,5,110,0.5,12.5
6832,12,12,14,168,0.6363636363636364,13.833333333333334
6841,24,24,8,192,2.0,13.958333333333334
6851,28,28,30,840,3.75,10.785714285714286
6852,8,8,1,8,0.2,9.25
6856,23,23,10,230,2.5,10.26086956521739
6859,17,17,15,255,0.5769230769230769,11.529411764705882
6877,5,5,9,45,0.6923076923076923,22.2
6895,64,64,9,576,0.9,5.6875
6915,55,55,9,495,1.0,6.527272727272727
6921,61,61,10,610,0.5555555555555556,5.983606557377049
6933,86,86,8,688,1.1428571428571428,4.209302325581396
6938,26,26,7,182,1.4,12.384615384615385
6956,69,69,4,276,0.4444444444444444,5.101449275362318
6978,100,100,8,800,0.5333333333333333,3.05
6983,9,9,7,63,0.4666666666666667,15.666666666666666
6985,7,7,8,56,0.25806451612903225,23.285714285714285
6990,29,29,29,841,2.9,12.068965517241379
6993,67,67,4,268,0.6666666666666666,5.388059701492537
7004,9,9,4,36,0.8,7.0
7016,22,22,2,44,0.3333333333333333,12.863636363636363
7018,24,24,10,240,0.24390243902439024,10.458333333333334
7019,41,41,8,328,1.3333333333333333,8.829268292682928
7020,6,6,9,54,0.6923076923076923,20.0
7027,46,46,24,1104,6.0,7.695652173913044
7043,15,15,1,15,0.03225806451612903,20.4
7044,31,31,27,837,0.391304347826087,11.161290322580646
7077,53,53,11,583,0.9166666666666666,3.69811320754717
7103,34,34,14,476,2.0,8.088235294117647
7105,7,7,3,21,0.5,15.142857142857142
7114,24,24,7,168,1.75,12.458333333333334
7116,5,5,2,10,0.25,8.6
7119,37,37,2,74,0.02,9.405405405405405
7127,14,14,6,84,0.4,10.357142857142858
7144,47,47,4,188,1.0,7.404255319148936
7149,39,39,15,585,0.8823529411764706,7.9743589743589745
7151,42,42,7,294,0.2916666666666667,8.238095238095237
7156,13,13,11,143,2.2,14.615384615384615
7166,11,11,2,22,0.3333333333333333,19.272727272727273
7167,6,6,2,12,0.07692307692307693,18.5
7168,26,26,11,286,1.2222222222222223,7.038461538461538
7175,100,100,5,500,1.25,2.78
7185,57,57,6,342,0.75,6.4035087719298245
7186,8,8,17,136,0.8947368421052632,10.5
7187,19,19,3,57,0.25,14.68421052631579
7191,71,71,3,213,0.17647058823529413,3.563380281690141
7203,4,4,15,60,3.0,8.0
7205,60,60,2,120,0.4,3.5833333333333335
7206,5,5,5,25,0.14705882352941177,15.0
7228,39,39,6,234,0.2857142857142857,8.615384615384615
7229,21,21,2,42,0.1111111111111111,4.666666666666667
7233,46,46,11,506,1.1,5.826086956521739
7236,21,21,6,126,0.6,8.952380952380953
7245,88,88,16,1408,2.0,4.1477272727272725
7251,6,6,2,12,0.1111111111111111,20.666666666666668
7278,100,100,20,2000,0.2,3.06
7279,100,100,23,2300,1.3529411764705883,3.24
7280,17,17,8,136,1.3333333333333333,6.0
7287,68,68,8,544,0.6666666666666666,5.3088235294117645
7293,37,37,24,888,1.263157894736842,4.918918918918919
7299,4,4,6,24,0.6666666666666666,21.5
7301,14,14,1,14,0.16666666666666666,9.142857142857142
7307,19,19,10,190,2.5,17.157894736842106
7309,55,55,10,550,0.25,3.6363636363636362
7321,50,50,1,50,0.02702702702702703,6.9
7329,18,18,18,324,3.0,16.72222222222222
7331,43,43,4,172,0.5714285714285714,7.0
7333,14,14,3,42,0.13636363636363635,10.571428571428571
7334,22,22,19,418,3.8,10.590909090909092
7335,5,5,5,25,0.1111111111111111,10.2
7342,40,40,5,200,1.0,9.05
7344,14,14,13,182,1.0833333333333333,11.428571428571429
7351,11,11,1,11,0.125,14.818181818181818
7358,60,60,13,780,0.37142857142857144,4.233333333333333
7359,35,35,17,595,1.0,10.057142857142857
7372,7,7,8,56,0.6153846153846154,20.285714285714285
7374,25,25,1,25,0.25,5.6
7379,5,5,6,30,1.2,16.8
7380,5,5,12,60,0.9230769230769231,8.0
7386,55,55,8,440,1.3333333333333333,5.490909090909091
7402,70,70,1,70,0.07142857142857142,5.171428571428572
7404,17,17,7,119,0.6363636363636364,12.941176470588236
7415,8,8,5,40,0.23809523809523808,22.5
7427,40,40,4,160,0.5,7.8
7439,8,8,12,96,0.12,20.625
7440,100,100,10,1000,0.3333333333333333,3.09
7448,11,11,9,99,0.23684210526315788,16.545454545454547
7449,38,38,8,304,0.5333333333333333,9.473684210526315
7465,31,31,1,31,0.14285714285714285,6.387096774193548
7470,42,42,5,210,1.0,8.19047619047619
7492,40,40,23,920,2.5555555555555554,9.1
7497,37,37,30,1110,6.0,7.162162162162162
7503,44,44,21,924,0.7,8.227272727272727
7513,17,17,17,289,1.4166666666666667,15.588235294117647
7520,25,25,12,300,1.0,10.32
7524,7,7,1,7,0.1,12.428571428571429
7543,45,45,16,720,0.6153846153846154,6.111111111111111
7562,66,66,24,1584,0.3870967741935484,5.2727272727272725
7565,68,68,4,272,1.0,5.220588235294118
7569,8,8,13,104,2.6,10.75
7580,40,40,3,120,0.10714285714285714,6.725
7593,5,5,6,30,1.5,23.2
7608,48,48,9,432,1.5,3.5416666666666665
7610,18,18,15,270,0.8823529411764706,9.833333333333334
7618,37,37,19,703,2.375,9.108108108108109
7622,12,12,3,36,0.17647058823529413,14.75
7625,16,16,6,96,1.5,11.5625
7636,31,31,13,403,0.5,10.96774193548387
7641,47,47,26,1222,1.625,7.340425531914893
7649,34,34,17,578,1.7,5.852941176470588
7653,12,12,21,252,2.3333333333333335,19.25
7658,100,100,2,200,0.16666666666666666,1.34
7663,21,21,4,84,0.23529411764705882,9.142857142857142
7677,20,20,10,200,2.0,12.55
7682,17,17,4,68,0.3076923076923077,9.882352941176471
7695,30,30,18,540,0.72,11.2
7701,32,32,35,1120,2.9166666666666665,8.8125
7706,13,13,12,156,1.0909090909090908,12.153846153846153
7716,17,17,2,34,0.2,5.0588235294117645
7717,10,10,8,80,0.38095238095238093,10.3
7732,29,29,6,174,1.5,12.03448275862069
7738,26,26,19,494,0.37254901960784315,9.26923076923077
7743,25,25,23,575,0.23,12.52
7744,100,100,38,3800,3.8,3.58
7746,35,35,32,1120,8.0,9.971428571428572
7755,12,12,9,108,0.42857142857142855,22.083333333333332
7761,12,12,9,108,0.1875,15.916666666666666
7762,48,48,7,336,1.0,5.375
7775,48,48,4,192,0.5,7.458333333333333
7776,8,8,24,192,0.9230769230769231,7.0
7780,4,4,4,16,0.4,22.5
7792,43,43,40,1720,5.0,8.162790697674419
7806,29,29,6,174,0.35294117647058826,12.413793103448276
7809,50,50,4,200,0.1,6.24
7810,40,40,17,680,1.5454545454545454,8.825
7818,60,60,24,1440,4.8,4.216666666666667
7819,5,5,4,20,0.6666666666666666,16.0
7831,36,36,6,216,0.06,9.666666666666666
7832,100,100,11,1100,0.3793103448275862,3.4
7848,15,15,5,75,0.35714285714285715,8.133333333333333
7852,9,9,26,234,0.43333333333333335,13.88888888888889
7855,86,86,5,430,0.8333333333333334,4.209302325581396
7864,6,6,11,66,2.2,21.833333333333332
7866,20,20,10,200,2.5,10.75
7870,22,22,11,242,0.1896551724137931,8.590909090909092
7874,28,28,5,140,0.2,2.607142857142857
7885,22,22,8,176,1.1428571428571428,13.636363636363637
7886,7,7,3,21,0.75,8.0
7892,57,57,5,285,0.8333333333333334,6.192982456140351
7896,32,32,6,192,0.5454545454545454,9.65625
7903,31,31,17,527,3.4,11.258064516129032
7911,73,73,7,511,0.16666666666666666,4.712328767123288
7913,18,18,7,126,0.6363636363636364,8.88888888888889
7917,9,9,9,81,0.45,10.444444444444445
7927,41,41,11,451,2.75,8.707317073170731
7934,6,6,10,60,1.0,9.666666666666666
7943,4,4,5,20,0.2777777777777778,7.5
7952,10,10,2,20,0.4,9.8
7962,28,28,8,224,1.0,8.892857142857142
7966,6,6,5,30,0.15151515151515152,20.666666666666668
7981,32,32,4,128,0.21052631578947367,10.28125
7982,19,19,3,57,0.3,5.421052631578948
7983,10,10,9,90,1.8,22.1
7988,6,6,19,114,2.375,21.333333333333332
7991,9,9,14,126,0.875,15.222222222222221
8018,4,4,2,8,0.08333333333333333,16.0
8020,19,19,10,190,1.6666666666666667,15.473684210526315
8022,42,42,6,252,0.3157894736842105,5.904761904761905
8032,6,6,2,12,0.06060606060606061,25.0
8035,12,12,5,60,0.5555555555555556,11.75
8037,22,22,13,286,0.6842105263157895,11.727272727272727
8043,23,23,4,92,0.2,11.695652173913043
8044,20,20,2,40,0.5,7.9
8046,50,50,12,600,0.8571428571428571,4.34
8047,14,14,32,448,8.0,9.5
8054,50,50,2,100,0.15384615384615385,7.04
8058,80,80,11,880,0.2037037037037037,4.5625
8059,54,54,14,756,1.1666666666666667,5.574074074074074
8061,53,53,35,1855,1.5909090909090908,6.773584905660377
8068,20,20,5,100,0.625,10.45
8075,22,22,4,88,0.4444444444444444,8.272727272727273
8076,9,9,4,36,0.6666666666666666,21.666666666666668
