user_id,recency,frequency,monetary,clv,avg_order_value,avg_days_between_orders,cluster,customer_type,churn
2785,55,55,8,440,0.2758620689655172,6.454545454545454,2,High-Value Customer,1
2797,11,11,5,55,0.625,7.909090909090909,0,Low Engagement User,0
2807,54,54,2,108,0.0714285714285714,6.75925925925926,2,High-Value Customer,1
2808,28,28,4,112,1.0,11.928571428571429,0,Low Engagement User,0
2822,10,10,14,140,0.9333333333333332,8.5,0,Low Engagement User,0
2823,15,15,13,195,1.625,16.0,0,Low Engagement User,0
2825,40,40,3,120,0.3,9.0,2,High-Value Customer,0
2830,32,32,16,512,3.2,11.375,2,High-Value Customer,0
2833,11,11,2,22,0.08,11.636363636363637,0,Low Engagement User,0
2838,11,11,6,66,1.0,14.909090909090908,0,Low Engagement User,0
2839,6,6,13,78,1.3,16.166666666666668,0,Low Engagement User,0
2849,46,46,5,230,0.2083333333333333,7.8478260869565215,2,High-Value Customer,1
2868,31,31,28,868,4.0,10.096774193548388,2,High-Value Customer,0
2876,17,17,4,68,0.2857142857142857,14.411764705882351,0,Low Engagement User,0
2879,31,31,4,124,0.2352941176470588,11.129032258064516,0,Low Engagement User,0
2880,17,17,2,34,0.0909090909090909,7.882352941176471,0,Low Engagement User,0
2887,19,19,12,228,1.7142857142857142,15.473684210526317,0,Low Engagement User,0
2899,63,63,8,504,1.3333333333333333,5.523809523809524,1,At-Risk Customer,1
2904,27,27,5,135,0.4545454545454545,6.407407407407407,0,Low Engagement User,0
2917,31,31,10,310,1.4285714285714286,10.0,2,High-Value Customer,0
2924,11,11,12,132,3.0,9.454545454545457,0,Low Engagement User,0
2947,31,31,10,310,1.4285714285714286,10.419354838709678,2,High-Value Customer,0
2964,61,61,3,183,0.1153846153846153,2.180327868852459,1,At-Risk Customer,1
2970,20,20,8,160,1.6,15.95,0,Low Engagement User,0
2976,33,33,11,363,0.7333333333333333,9.151515151515152,2,High-Value Customer,0
2985,29,29,9,261,0.8181818181818182,11.517241379310343,0,Low Engagement User,0
2989,26,26,10,260,0.9090909090909092,7.076923076923077,0,Low Engagement User,0
3001,18,18,6,108,1.2,16.166666666666668,0,Low Engagement User,0
3002,5,5,6,30,0.6,15.6,0,Low Engagement User,0
3004,26,26,13,338,1.181818181818182,12.73076923076923,0,Low Engagement User,0
3007,33,33,5,165,1.25,10.454545454545457,0,Low Engagement User,0
3040,6,6,7,42,1.1666666666666667,16.0,0,Low Engagement User,0
3051,12,12,17,204,1.0,11.0,0,Low Engagement User,0
3060,10,10,3,30,0.375,14.9,0,Low Engagement User,0
3097,32,32,7,224,0.2333333333333333,9.0,0,Low Engagement User,0
3106,26,26,3,78,0.1071428571428571,10.846153846153848,0,Low Engagement User,0
3107,28,28,1,28,0.0384615384615384,11.035714285714286,0,Low Engagement User,0
3108,26,26,4,104,0.2352941176470588,6.1923076923076925,0,Low Engagement User,0
3121,16,16,6,96,0.3333333333333333,18.5,0,Low Engagement User,0
3140,17,17,16,272,2.0,17.529411764705884,0,Low Engagement User,0
3148,57,57,16,912,4.0,6.385964912280702,2,High-Value Customer,1
3159,12,12,10,120,2.0,18.916666666666668,0,Low Engagement User,0
3192,5,5,7,35,1.4,21.0,0,Low Engagement User,0
3209,8,8,11,88,0.2894736842105263,18.0,0,Low Engagement User,0
3219,52,52,15,780,0.6,6.75,2,High-Value Customer,1
3242,28,28,22,616,2.2,11.178571428571429,2,High-Value Customer,0
3243,10,10,14,140,2.333333333333333,21.5,0,Low Engagement User,0
3252,42,42,2,84,0.4,8.238095238095237,2,High-Value Customer,0
3255,91,91,8,728,0.1666666666666666,3.901098901098901,1,At-Risk Customer,1
3257,22,22,4,88,0.4444444444444444,6.363636363636363,0,Low Engagement User,0
3267,11,11,9,99,0.75,6.727272727272728,0,Low Engagement User,0
3269,82,82,8,656,2.0,4.402439024390244,1,At-Risk Customer,1
3273,52,52,27,1404,6.75,7.019230769230769,2,High-Value Customer,1
3280,18,18,7,126,1.75,15.27777777777778,0,Low Engagement User,0
3283,44,44,7,308,0.3888888888888889,5.136363636363637,2,High-Value Customer,0
3319,7,7,23,161,2.555555555555556,20.428571428571427,0,Low Engagement User,0
3321,33,33,11,363,1.2222222222222223,10.545454545454543,2,High-Value Customer,0
3326,29,29,13,377,1.0,12.379310344827584,2,High-Value Customer,0
3327,13,13,6,78,0.75,18.692307692307693,0,Low Engagement User,0
3351,4,4,12,48,2.0,18.75,0,Low Engagement User,0
3357,23,23,14,322,0.4827586206896552,14.391304347826088,0,Low Engagement User,0
3358,29,29,26,754,5.2,12.0,2,High-Value Customer,0
3366,4,4,6,24,0.6666666666666666,19.25,0,Low Engagement User,0
3375,46,46,5,230,1.25,7.869565217391305,2,High-Value Customer,1
3377,100,100,3,300,0.0909090909090909,3.19,1,At-Risk Customer,1
3378,33,33,7,231,0.3043478260869565,9.727272727272728,2,High-Value Customer,0
3387,27,27,3,81,0.6,12.925925925925926,0,Low Engagement User,0
3393,20,20,6,120,0.0923076923076923,11.9,0,Low Engagement User,0
3394,65,65,4,260,0.5714285714285714,5.246153846153846,1,At-Risk Customer,1
3412,59,59,19,1121,1.7272727272727273,6.067796610169491,2,High-Value Customer,1
3417,37,37,30,1110,0.3658536585365853,8.945945945945946,2,High-Value Customer,0
3422,52,52,10,520,1.6666666666666667,7.0,2,High-Value Customer,1
3428,26,26,16,416,1.4545454545454546,11.192307692307692,2,High-Value Customer,0
3434,8,8,4,32,0.1,12.625,0,Low Engagement User,0
3435,40,40,7,280,1.1666666666666667,8.725,2,High-Value Customer,0
3453,23,23,1,23,0.0588235294117647,15.08695652173913,0,Low Engagement User,0
3456,43,43,10,430,1.0,6.953488372093023,2,High-Value Customer,0
3459,4,4,16,64,1.0,20.25,0,Low Engagement User,0
3475,93,93,6,558,1.5,3.838709677419355,1,At-Risk Customer,1
3481,32,32,6,192,0.2727272727272727,11.34375,0,Low Engagement User,0
3484,63,63,2,126,0.0454545454545454,5.746031746031746,1,At-Risk Customer,1
3485,44,44,9,396,1.8,8.272727272727273,2,High-Value Customer,0
3493,17,17,7,119,0.3181818181818182,16.294117647058822,0,Low Engagement User,0
3513,12,12,19,228,0.19,21.416666666666668,0,Low Engagement User,0
3514,100,100,3,300,0.6,1.22,1,At-Risk Customer,1
3534,15,15,7,105,1.4,17.0,0,Low Engagement User,0
3536,65,65,57,3705,6.333333333333333,5.2615384615384615,2,High-Value Customer,1
3546,12,12,11,132,2.75,14.666666666666666,0,Low Engagement User,0
3549,37,37,25,925,1.3157894736842106,8.567567567567568,2,High-Value Customer,0
3550,19,19,5,95,0.1923076923076923,17.05263157894737,0,Low Engagement User,0
3558,48,48,3,144,0.3,7.5625,2,High-Value Customer,1
3562,28,28,1,28,0.25,11.785714285714286,0,Low Engagement User,0
3569,10,10,4,40,0.2352941176470588,19.1,0,Low Engagement User,0
3571,27,27,5,135,0.2083333333333333,5.111111111111111,0,Low Engagement User,0
3572,24,24,12,288,1.3333333333333333,12.125,0,Low Engagement User,0
3579,80,80,26,2080,1.1304347826086956,4.55,1,At-Risk Customer,1
3582,19,19,4,76,0.6666666666666666,14.263157894736842,0,Low Engagement User,0
3583,6,6,2,12,0.0307692307692307,22.5,0,Low Engagement User,0
3584,65,65,10,650,2.0,5.584615384615384,1,At-Risk Customer,1
3593,84,84,6,504,0.2222222222222222,4.345238095238095,1,At-Risk Customer,1
3597,53,53,29,1537,4.833333333333333,6.867924528301887,2,High-Value Customer,1
3599,10,10,3,30,0.06,10.0,0,Low Engagement User,0
3612,64,64,1,64,0.25,5.40625,1,At-Risk Customer,1
3615,24,24,2,48,0.2857142857142857,5.541666666666667,0,Low Engagement User,0
3616,7,7,10,70,0.3703703703703703,12.285714285714286,0,Low Engagement User,0
3626,42,42,11,462,0.7333333333333333,8.595238095238095,2,High-Value Customer,0
3628,9,9,17,153,0.8095238095238095,20.22222222222222,0,Low Engagement User,0
3633,7,7,5,35,0.125,18.714285714285715,0,Low Engagement User,0
3634,40,40,9,360,0.5625,4.25,2,High-Value Customer,0
3644,20,20,5,100,0.5555555555555556,10.8,0,Low Engagement User,0
3646,7,7,13,91,3.25,19.571428571428573,0,Low Engagement User,0
3648,37,37,8,296,1.3333333333333333,8.675675675675675,2,High-Value Customer,0
3651,33,33,11,363,0.2682926829268293,10.424242424242424,2,High-Value Customer,0
3656,12,12,13,156,0.7222222222222222,14.083333333333334,0,Low Engagement User,0
3657,18,18,4,72,0.4444444444444444,15.555555555555555,0,Low Engagement User,0
3667,39,39,1,39,0.25,8.333333333333334,2,High-Value Customer,0
3671,10,10,17,170,1.2142857142857142,25.4,0,Low Engagement User,0
3677,9,9,8,72,2.0,8.444444444444445,0,Low Engagement User,0
3680,27,27,4,108,0.1739130434782608,5.962962962962963,0,Low Engagement User,0
3683,21,21,10,210,2.5,8.0,0,Low Engagement User,0
3688,13,13,3,39,0.1764705882352941,17.846153846153847,0,Low Engagement User,0
3708,6,6,10,60,1.0,5.166666666666667,0,Low Engagement User,0
3725,35,35,9,315,0.3103448275862069,8.17142857142857,2,High-Value Customer,0
3741,41,41,3,123,0.03,8.268292682926829,2,High-Value Customer,0
3755,7,7,19,133,4.75,23.0,0,Low Engagement User,0
3758,7,7,4,28,0.3333333333333333,13.142857142857142,0,Low Engagement User,0
3770,59,59,7,413,0.5833333333333334,6.135593220338983,2,High-Value Customer,1
3773,9,9,11,99,2.2,19.0,0,Low Engagement User,0
3782,52,52,27,1404,4.5,6.9423076923076925,2,High-Value Customer,1
3787,87,87,5,435,0.8333333333333334,4.195402298850575,1,At-Risk Customer,1
3789,20,20,20,400,3.333333333333333,12.0,0,Low Engagement User,0
3804,28,28,1,28,0.2,7.178571428571429,0,Low Engagement User,0
3807,45,45,13,585,0.5652173913043478,7.8,2,High-Value Customer,1
3818,23,23,13,299,1.181818181818182,12.652173913043478,0,Low Engagement User,0
3823,20,20,14,280,0.7368421052631579,10.65,0,Low Engagement User,0
3827,68,68,10,680,0.625,2.544117647058824,1,At-Risk Customer,1
3828,16,16,5,80,0.3571428571428571,15.625,0,Low Engagement User,0
3829,14,14,7,98,0.0823529411764705,14.785714285714286,0,Low Engagement User,0
3830,85,85,43,3655,4.3,4.270588235294118,1,At-Risk Customer,1
3905,56,56,7,392,0.5,6.410714285714286,2,High-Value Customer,1
3937,6,6,15,90,2.5,19.666666666666668,0,Low Engagement User,0
3947,5,5,4,20,0.3636363636363636,21.8,0,Low Engagement User,0
3961,8,8,17,136,1.7,12.625,0,Low Engagement User,0
3962,10,10,13,130,1.625,13.3,0,Low Engagement User,0
3963,8,8,17,136,0.2833333333333333,11.0,0,Low Engagement User,0
3964,60,60,23,1380,1.7692307692307692,5.45,2,High-Value Customer,1
3974,49,49,43,2107,10.75,7.142857142857143,2,High-Value Customer,1
3976,13,13,12,156,1.2,6.307692307692308,0,Low Engagement User,0
3985,46,46,8,368,2.0,5.021739130434782,2,High-Value Customer,1
3990,27,27,22,594,1.5714285714285714,11.25925925925926,2,High-Value Customer,0
3994,11,11,6,66,1.2,13.727272727272728,0,Low Engagement User,0
4004,37,37,8,296,2.0,9.756756756756756,2,High-Value Customer,0
4006,43,43,1,43,0.1,6.511627906976744,2,High-Value Customer,0
4018,6,6,3,18,0.375,14.833333333333334,0,Low Engagement User,0
4041,28,28,9,252,1.2857142857142858,11.5,0,Low Engagement User,0
4048,21,21,17,357,4.25,13.761904761904765,0,Low Engagement User,0
4057,8,8,14,112,2.8,20.125,0,Low Engagement User,0
4058,5,5,13,65,1.625,24.0,0,Low Engagement User,0
4061,5,5,12,60,3.0,21.0,0,Low Engagement User,0
4066,7,7,8,56,0.1126760563380281,10.0,0,Low Engagement User,0
4067,71,71,7,497,1.1666666666666667,4.605633802816901,1,At-Risk Customer,1
4069,29,29,4,116,1.0,9.586206896551724,0,Low Engagement User,0
4076,48,48,15,720,1.3636363636363635,7.583333333333333,2,High-Value Customer,1
4087,46,46,12,552,3.0,7.913043478260869,2,High-Value Customer,1
4090,54,54,14,756,0.875,6.75925925925926,2,High-Value Customer,1
4099,35,35,7,245,0.3043478260869565,9.485714285714286,2,High-Value Customer,0
4111,14,14,9,126,1.2857142857142858,10.5,0,Low Engagement User,0
4118,45,45,17,765,0.288135593220339,7.355555555555555,2,High-Value Customer,1
4121,22,22,12,264,0.2926829268292683,13.363636363636363,0,Low Engagement User,0
4122,41,41,2,82,0.1176470588235294,8.707317073170731,2,High-Value Customer,0
4129,22,22,6,132,0.1333333333333333,16.40909090909091,0,Low Engagement User,0
4130,45,45,12,540,0.75,7.688888888888889,2,High-Value Customer,1
4141,10,10,10,100,2.0,24.3,0,Low Engagement User,0
4166,51,51,15,765,1.25,7.019607843137255,2,High-Value Customer,1
4171,19,19,3,57,0.2307692307692307,12.263157894736842,0,Low Engagement User,0
4176,42,42,12,504,0.24,5.761904761904762,2,High-Value Customer,0
4178,20,20,27,540,0.7714285714285715,15.85,2,High-Value Customer,0
4189,11,11,7,77,0.5384615384615384,19.454545454545453,0,Low Engagement User,0
4199,100,100,12,1200,2.4,3.44,1,At-Risk Customer,1
4200,5,5,10,50,1.0,20.0,0,Low Engagement User,0
4201,10,10,15,150,2.5,12.1,0,Low Engagement User,0
4207,4,4,3,12,0.0714285714285714,20.25,0,Low Engagement User,0
4209,22,22,10,220,1.0,12.727272727272728,0,Low Engagement User,0
4216,12,12,13,156,1.8571428571428568,11.0,0,Low Engagement User,0
4218,24,24,64,1536,9.142857142857142,13.791666666666666,2,High-Value Customer,0
4220,37,37,4,148,0.3636363636363636,7.945945945945946,2,High-Value Customer,0
4252,24,24,4,96,0.4,13.958333333333334,0,Low Engagement User,0
4267,50,50,8,400,1.6,6.46,2,High-Value Customer,1
4280,18,18,1,18,0.0104166666666666,13.77777777777778,0,Low Engagement User,0
4281,96,96,2,192,0.0909090909090909,3.8020833333333335,1,At-Risk Customer,1
4282,22,22,14,308,1.2727272727272727,13.681818181818182,0,Low Engagement User,0
4295,8,8,9,72,1.8,10.75,0,Low Engagement User,0
4297,59,59,26,1534,1.7333333333333334,6.169491525423729,2,High-Value Customer,1
4312,30,30,11,330,0.9166666666666666,9.066666666666666,2,High-Value Customer,0
4313,12,12,16,192,4.0,6.916666666666667,0,Low Engagement User,0
4315,8,8,6,48,0.8571428571428571,18.375,0,Low Engagement User,0
4325,27,27,4,108,0.074074074074074,12.666666666666666,0,Low Engagement User,0
4326,54,54,10,540,0.7692307692307693,6.75925925925926,2,High-Value Customer,1
4336,19,19,42,798,10.5,9.68421052631579,2,High-Value Customer,0
4340,13,13,8,104,0.7272727272727273,15.923076923076923,0,Low Engagement User,0
4344,35,35,9,315,0.108433734939759,8.771428571428572,2,High-Value Customer,0
4356,100,100,28,2800,2.5454545454545454,2.83,1,At-Risk Customer,1
4362,35,35,8,280,0.1212121212121212,7.2,2,High-Value Customer,0
4363,66,66,22,1452,1.8333333333333333,5.53030303030303,1,At-Risk Customer,1
4368,57,57,7,399,0.2333333333333333,6.333333333333333,2,High-Value Customer,1
4369,30,30,8,240,2.0,6.5,0,Low Engagement User,0
4376,21,21,21,441,0.84,7.809523809523809,2,High-Value Customer,0
4381,21,21,5,105,0.05,12.095238095238097,0,Low Engagement User,0
4385,18,18,6,108,0.75,19.55555555555556,0,Low Engagement User,0
4389,17,17,8,136,0.3076923076923077,11.647058823529411,0,Low Engagement User,0
4394,10,10,1,10,0.2,13.4,0,Low Engagement User,0
4416,9,9,17,153,0.6538461538461539,13.444444444444445,0,Low Engagement User,0
4433,22,22,1,22,0.0434782608695652,13.636363636363637,0,Low Engagement User,0
4436,20,20,9,180,0.5294117647058824,8.7,0,Low Engagement User,0
4440,11,11,10,110,0.1639344262295081,24.818181818181817,0,Low Engagement User,0
4441,61,61,4,244,0.0634920634920634,5.19672131147541,1,At-Risk Customer,1
4443,6,6,8,48,1.6,17.0,0,Low Engagement User,0
4459,37,37,7,259,1.0,9.108108108108109,2,High-Value Customer,0
4477,40,40,44,1760,8.8,9.075,2,High-Value Customer,0
4484,16,16,7,112,1.75,17.8125,0,Low Engagement User,0
4490,100,100,21,2100,5.25,3.41,1,At-Risk Customer,1
4499,100,100,10,1000,1.6666666666666667,3.58,1,At-Risk Customer,1
4507,29,29,4,116,0.8,7.793103448275862,0,Low Engagement User,0
4520,12,12,14,168,0.8235294117647058,5.583333333333333,0,Low Engagement User,0
4525,10,10,8,80,2.0,15.1,0,Low Engagement User,0
4531,55,55,5,275,0.8333333333333334,6.218181818181818,2,High-Value Customer,1
4544,52,52,17,884,1.7,6.980769230769231,2,High-Value Customer,1
4549,5,5,18,90,2.571428571428572,21.4,0,Low Engagement User,0
4558,100,100,2,200,0.1818181818181818,2.59,1,At-Risk Customer,1
4584,42,42,5,210,0.8333333333333334,8.666666666666666,2,High-Value Customer,0
4588,7,7,9,63,2.25,4.571428571428571,0,Low Engagement User,0
4591,40,40,22,880,3.142857142857143,8.375,2,High-Value Customer,0
4596,81,81,4,324,0.2222222222222222,4.45679012345679,1,At-Risk Customer,1
4597,18,18,5,90,1.25,13.833333333333334,0,Low Engagement User,0
4599,48,48,9,432,1.5,7.354166666666667,2,High-Value Customer,1
4602,38,38,9,342,2.25,9.105263157894736,2,High-Value Customer,0
4604,8,8,19,152,2.375,7.75,0,Low Engagement User,0
4609,12,12,6,72,0.1153846153846153,12.666666666666666,0,Low Engagement User,0
4610,52,52,8,416,0.2857142857142857,6.826923076923077,2,High-Value Customer,1
4612,16,16,3,48,0.09375,19.25,0,Low Engagement User,0
4623,12,12,25,300,2.083333333333333,17.416666666666668,0,Low Engagement User,0
4629,39,39,5,195,0.8333333333333334,7.846153846153846,2,High-Value Customer,0
4631,32,32,17,544,2.4285714285714284,7.4375,2,High-Value Customer,0
4645,81,81,4,324,0.1212121212121212,4.493827160493828,1,At-Risk Customer,1
4647,45,45,10,450,0.625,7.088888888888889,2,High-Value Customer,1
4652,7,7,7,49,0.2333333333333333,21.285714285714285,0,Low Engagement User,0
4661,37,37,12,444,3.0,9.594594594594597,2,High-Value Customer,0
4674,34,34,14,476,1.0769230769230769,9.764705882352942,2,High-Value Customer,0
4693,100,100,10,1000,0.1111111111111111,1.84,1,At-Risk Customer,1
4697,31,31,9,279,1.0,10.935483870967742,2,High-Value Customer,0
4703,36,36,40,1440,2.857142857142857,9.805555555555555,2,High-Value Customer,0
4705,77,77,10,770,1.25,4.714285714285714,1,At-Risk Customer,1
4711,100,100,15,1500,0.75,2.78,1,At-Risk Customer,1
4713,27,27,13,351,1.4444444444444444,8.074074074074074,0,Low Engagement User,0
4724,90,90,66,5940,13.2,4.055555555555555,1,At-Risk Customer,1
4730,23,23,4,92,0.1081081081081081,2.869565217391304,0,Low Engagement User,0
4731,37,37,12,444,0.7058823529411765,9.45945945945946,2,High-Value Customer,0
4758,37,37,3,111,0.6,9.54054054054054,2,High-Value Customer,0
4762,55,55,12,660,1.7142857142857142,6.6,2,High-Value Customer,1
4764,100,100,4,400,0.1904761904761904,1.33,1,At-Risk Customer,1
4787,14,14,11,154,1.1,16.857142857142858,0,Low Engagement User,0
4789,55,55,38,2090,3.4545454545454546,6.563636363636364,2,High-Value Customer,1
4793,22,22,9,198,0.5,13.136363636363637,0,Low Engagement User,0
4820,6,6,12,72,2.4,20.5,0,Low Engagement User,0
4823,20,20,4,80,0.8,13.6,0,Low Engagement User,0
4851,37,37,12,444,1.5,9.405405405405403,2,High-Value Customer,0
4855,28,28,13,364,0.7222222222222222,10.821428571428571,2,High-Value Customer,0
4865,42,42,6,252,0.8571428571428571,8.214285714285714,2,High-Value Customer,0
4869,32,32,5,160,0.3571428571428571,6.8125,0,Low Engagement User,0
4881,15,15,9,135,0.5,14.866666666666667,0,Low Engagement User,0
4900,18,18,17,306,2.4285714285714284,11.27777777777778,0,Low Engagement User,0
4931,5,5,15,75,3.75,7.2,0,Low Engagement User,0
4937,8,8,7,56,1.1666666666666667,17.875,0,Low Engagement User,0
4940,8,8,8,64,0.1403508771929824,22.75,0,Low Engagement User,0
4947,10,10,2,20,0.0769230769230769,13.3,0,Low Engagement User,0
4948,26,26,18,468,0.3333333333333333,10.192307692307692,2,High-Value Customer,0
4949,54,54,19,1026,0.8636363636363636,4.592592592592593,2,High-Value Customer,1
4950,22,22,10,220,1.4285714285714286,7.045454545454546,0,Low Engagement User,0
4962,17,17,33,561,8.25,10.529411764705882,2,High-Value Customer,0
4966,45,45,15,675,0.4285714285714285,8.066666666666666,2,High-Value Customer,1
4971,14,14,15,210,1.0714285714285714,15.285714285714286,0,Low Engagement User,0
4974,47,47,21,987,1.1666666666666667,7.74468085106383,2,High-Value Customer,1
4987,21,21,10,210,0.9090909090909092,9.571428571428571,0,Low Engagement User,0
4988,11,11,10,110,2.0,19.63636363636364,0,Low Engagement User,0
4990,7,7,10,70,0.625,18.0,0,Low Engagement User,0
4993,27,27,6,162,0.2142857142857142,7.62962962962963,0,Low Engagement User,0
4994,28,28,3,84,0.2,9.892857142857142,0,Low Engagement User,0
5000,45,45,3,135,0.4285714285714285,7.2,2,High-Value Customer,1
5006,7,7,7,49,0.5384615384615384,14.285714285714286,0,Low Engagement User,0
5010,4,4,5,20,0.2631578947368421,21.5,0,Low Engagement User,0
5017,29,29,20,580,1.1764705882352942,12.0,2,High-Value Customer,0
5030,32,32,10,320,0.625,9.21875,2,High-Value Customer,0
5032,13,13,8,104,0.6666666666666666,19.07692307692308,0,Low Engagement User,0
5033,12,12,5,60,0.625,18.83333333333333,0,Low Engagement User,0
5036,6,6,16,96,1.4545454545454546,14.833333333333334,0,Low Engagement User,0
5045,7,7,9,63,0.5,9.714285714285714,0,Low Engagement User,0
5057,24,24,15,360,0.4166666666666667,9.583333333333334,0,Low Engagement User,0
5065,10,10,18,180,3.0,7.6,0,Low Engagement User,0
5066,6,6,14,84,1.75,21.5,0,Low Engagement User,0
5070,36,36,10,360,0.4761904761904761,9.72222222222222,2,High-Value Customer,0
5076,17,17,7,119,0.2333333333333333,10.588235294117649,0,Low Engagement User,0
5085,15,15,4,60,0.6666666666666666,9.933333333333334,0,Low Engagement User,0
5098,7,7,2,14,0.1176470588235294,6.428571428571429,0,Low Engagement User,0
5101,100,100,17,1700,1.8888888888888888,3.47,1,At-Risk Customer,1
5103,64,64,6,384,0.8571428571428571,5.3125,1,At-Risk Customer,1
5109,18,18,4,72,0.2352941176470588,19.444444444444443,0,Low Engagement User,0
5110,17,17,14,238,1.4,13.058823529411764,0,Low Engagement User,0
5145,6,6,1,6,0.25,17.166666666666668,0,Low Engagement User,0
5148,43,43,5,215,1.0,8.023255813953488,2,High-Value Customer,0
5149,5,5,2,10,0.1818181818181818,20.4,0,Low Engagement User,0
5152,22,22,7,154,1.1666666666666667,13.0,0,Low Engagement User,0
5156,31,31,16,496,1.4545454545454546,11.225806451612904,2,High-Value Customer,0
5159,28,28,8,224,0.5333333333333333,8.964285714285714,0,Low Engagement User,0
5189,66,66,6,396,0.5,5.515151515151516,1,At-Risk Customer,1
5194,5,5,36,180,0.8372093023255814,9.6,0,Low Engagement User,0
5206,22,22,12,264,1.5,9.909090909090908,0,Low Engagement User,0
5209,65,65,8,520,0.25,5.476923076923077,1,At-Risk Customer,1
5211,68,68,8,544,0.5,4.617647058823529,1,At-Risk Customer,1
5217,34,34,7,238,0.35,7.5,2,High-Value Customer,0
5220,26,26,20,520,0.4651162790697674,13.807692307692308,2,High-Value Customer,0
5236,59,59,5,295,0.0735294117647058,4.88135593220339,2,High-Value Customer,1
5241,29,29,13,377,1.625,12.379310344827584,2,High-Value Customer,0
5255,6,6,3,18,0.09375,10.333333333333334,0,Low Engagement User,0
5258,31,31,10,310,1.4285714285714286,10.225806451612904,2,High-Value Customer,0
5266,37,37,6,222,0.6,6.918918918918919,2,High-Value Customer,0
5275,6,6,17,102,4.25,21.0,0,Low Engagement User,0
5285,57,57,16,912,2.6666666666666665,4.9298245614035086,2,High-Value Customer,1
5286,6,6,13,78,0.1756756756756756,20.5,0,Low Engagement User,0
5288,42,42,19,798,2.375,8.333333333333334,2,High-Value Customer,0
5296,100,100,21,2100,1.1666666666666667,1.92,1,At-Risk Customer,1
5299,33,33,3,99,0.375,10.666666666666666,0,Low Engagement User,0
5303,33,33,29,957,0.935483870967742,8.787878787878787,2,High-Value Customer,0
5307,33,33,17,561,0.5151515151515151,10.242424242424242,2,High-Value Customer,0
5308,33,33,8,264,0.5,8.696969696969697,2,High-Value Customer,0
5314,32,32,8,256,1.1428571428571428,11.09375,2,High-Value Customer,0
5315,7,7,11,77,0.3548387096774194,24.428571428571427,0,Low Engagement User,0
5321,14,14,29,406,3.2222222222222223,19.642857142857142,0,Low Engagement User,0
5326,11,11,8,88,1.3333333333333333,19.818181818181817,0,Low Engagement User,0
5330,47,47,19,893,1.3571428571428572,6.382978723404255,2,High-Value Customer,1
5342,66,66,7,462,0.875,3.727272727272727,1,At-Risk Customer,1
5346,18,18,14,252,3.5,12.055555555555555,0,Low Engagement User,0
5349,6,6,13,78,1.0,13.166666666666666,0,Low Engagement User,0
5360,57,57,73,4161,1.3035714285714286,6.4035087719298245,2,High-Value Customer,1
5361,56,56,18,1008,0.5625,6.482142857142857,2,High-Value Customer,1
5362,32,32,5,160,0.0684931506849315,11.375,0,Low Engagement User,0
5365,6,6,6,36,0.2857142857142857,10.666666666666666,0,Low Engagement User,0
5374,23,23,8,184,0.2962962962962963,12.130434782608695,0,Low Engagement User,0
5377,82,82,6,492,1.5,4.439024390243903,1,At-Risk Customer,1
5381,31,31,2,62,0.0338983050847457,10.161290322580646,0,Low Engagement User,0
5387,21,21,1,21,0.25,6.714285714285714,0,Low Engagement User,0
5392,39,39,23,897,3.8333333333333335,8.743589743589743,2,High-Value Customer,0
5394,21,21,3,63,0.4285714285714285,10.761904761904765,0,Low Engagement User,0
5400,30,30,6,180,1.5,11.166666666666666,0,Low Engagement User,0
5408,30,30,3,90,0.1666666666666666,8.0,0,Low Engagement User,0
5409,18,18,6,108,0.1578947368421052,12.833333333333334,0,Low Engagement User,0
5412,14,14,13,182,3.25,7.0,0,Low Engagement User,0
5430,37,37,13,481,3.25,9.297297297297296,2,High-Value Customer,0
5436,9,9,19,171,3.1666666666666665,13.444444444444445,0,Low Engagement User,0
5439,4,4,11,44,0.1527777777777778,7.5,0,Low Engagement User,0
5440,72,72,5,360,0.3125,5.055555555555555,1,At-Risk Customer,1
5441,16,16,26,416,3.25,11.6875,0,Low Engagement User,0
5449,100,100,25,2500,1.3157894736842106,3.58,1,At-Risk Customer,1
5452,6,6,9,54,0.2647058823529412,8.833333333333334,0,Low Engagement User,0
5453,34,34,17,578,1.4166666666666667,10.264705882352942,2,High-Value Customer,0
5465,4,4,27,108,0.7105263157894737,19.75,0,Low Engagement User,0
5473,12,12,18,216,2.571428571428572,6.666666666666667,0,Low Engagement User,0
5474,7,7,12,84,0.75,10.285714285714286,0,Low Engagement User,0
5493,80,80,40,3200,1.3793103448275863,4.425,1,At-Risk Customer,1
5498,16,16,12,192,0.9230769230769232,10.0625,0,Low Engagement User,0
5500,57,57,5,285,0.4166666666666667,6.350877192982456,2,High-Value Customer,1
5502,51,51,8,408,2.0,7.0,2,High-Value Customer,1
5519,54,54,18,972,4.5,6.611111111111111,2,High-Value Customer,1
5536,5,5,3,15,0.1875,15.0,0,Low Engagement User,0
5543,8,8,51,408,2.833333333333333,21.375,2,High-Value Customer,0
5552,16,16,6,96,0.3529411764705882,3.125,0,Low Engagement User,0
5568,6,6,12,72,3.0,14.5,0,Low Engagement User,0
5575,5,5,10,50,2.0,11.8,0,Low Engagement User,0
5583,25,25,5,125,0.7142857142857143,12.48,0,Low Engagement User,0
5587,26,26,14,364,0.1521739130434782,13.23076923076923,0,Low Engagement User,0
5588,92,92,47,4324,0.7121212121212122,3.608695652173913,1,At-Risk Customer,1
